Product ID,Product Name,Category,Sub-Category,Total_Units_Sold,Total_Sales,Avg_Units_Per_Order,Avg_Monthly_Units,Profit_Margin_Pct,Volume_Quartile,Inventory_Alert,Recommended_Restock_Qty
OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,23.0,1761.76,3.83,1.92,31.21,2,LOW - Plan Restock,6.0
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,23.0,168.74,3.29,1.92,28.93,2,LOW - Plan Restock,6.0
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,23.0,4322.81,3.83,1.92,36.84,2,LOW - Plan Restock,6.0
FUR-CH-10002084,Hon Mobius Operator's Chair,Furniture,Chairs,23.0,2705.78,4.6,1.92,18.45,2,LOW - Plan Restock,6.0
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,23.0,685.59,4.6,1.92,16.88,2,LOW - Plan Restock,6.0
OFF-FA-10000936,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,23.0,67.12,3.83,1.92,37.99,2,LOW - Plan Restock,6.0
OFF-PA-10004983,Xerox 23,Office Supplies,Paper,23.0,141.26,3.83,1.92,45.14,2,LOW - Plan Restock,6.0
FUR-FU-10003829,Stackable Trays,Furniture,Furnishings,23.0,65.3,3.29,1.92,26.23,2,LOW - Plan Restock,6.0
TEC-PH-10002834,Google Nexus 5,Technology,Phones,23.0,3815.79,4.6,1.92,18.63,2,LOW - Plan Restock,6.0
OFF-BI-10003166,GBC Plasticlear Binding Covers,Office Supplies,Binders,23.0,68.88,3.29,1.92,-99.33,2,LOW - Plan Restock,6.0
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,23.0,3234.91,2.88,1.92,33.58,2,LOW - Plan Restock,6.0
TEC-AC-10004877,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,Technology,Accessories,23.0,154.56,4.6,1.92,5.54,2,LOW - Plan Restock,6.0
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,23.0,1002.36,3.29,1.92,12.43,2,LOW - Plan Restock,6.0
TEC-AC-10002637,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,Accessories,22.0,3743.79,4.4,1.83,0.58,2,LOW - Plan Restock,5.0
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,22.0,2946.37,4.4,1.83,-26.06,2,LOW - Plan Restock,5.0
OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,22.0,119.97,3.67,1.83,39.68,2,LOW - Plan Restock,5.0
FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings,22.0,636.61,3.14,1.83,28.16,2,LOW - Plan Restock,5.0
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,22.0,138.16,5.5,1.83,42.0,2,LOW - Plan Restock,5.0
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,22.0,159.25,3.67,1.83,29.89,2,LOW - Plan Restock,5.0
FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,22.0,6483.8,5.5,1.83,23.76,2,LOW - Plan Restock,5.0
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,22.0,258.72,4.4,1.83,34.0,2,LOW - Plan Restock,5.0
OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,22.0,45.15,4.4,1.83,29.81,2,LOW - Plan Restock,5.0
OFF-AR-10002766,Prang Drawing Pencil Set,Office Supplies,Art,22.0,56.16,5.5,1.83,20.5,2,LOW - Plan Restock,5.0
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Furniture,Bookcases,22.0,1474.31,5.5,1.83,-13.01,2,LOW - Plan Restock,5.0
FUR-CH-10002073,Hon Olson Stacker Chairs,Furniture,Chairs,22.0,5427.99,5.5,1.83,23.8,2,LOW - Plan Restock,5.0
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,22.0,464.2,3.14,1.83,23.76,2,LOW - Plan Restock,5.0
FUR-CH-10003968,Novimex Turbo Task Chair,Furniture,Chairs,22.0,1341.52,3.67,1.83,-2.43,2,LOW - Plan Restock,5.0
OFF-PA-10000304,Xerox 1995,Office Supplies,Paper,22.0,121.82,3.67,1.83,39.15,2,LOW - Plan Restock,5.0
OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,22.0,545.03,3.14,1.83,15.64,2,LOW - Plan Restock,5.0
FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,22.0,3963.9,3.67,1.83,-15.1,2,LOW - Plan Restock,5.0
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,22.0,339.83,3.67,1.83,6.82,2,LOW - Plan Restock,5.0
OFF-ST-10000642,"Tennsco Lockers, Gray",Office Supplies,Storage,22.0,402.82,3.67,1.83,-6.56,2,LOW - Plan Restock,5.0
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,22.0,1135.03,3.14,1.83,6.63,2,LOW - Plan Restock,5.0
TEC-MA-10001148,Okidata MB491 Multifunction Printer,Technology,Machines,22.0,5204.24,4.4,1.83,-16.95,2,LOW - Plan Restock,5.0
OFF-ST-10002485,Rogers Deluxe File Chest,Office Supplies,Storage,22.0,444.0,2.75,1.83,-7.82,2,LOW - Plan Restock,5.0
OFF-PA-10004243,Xerox 1939,Office Supplies,Paper,22.0,417.34,4.4,1.83,48.0,2,LOW - Plan Restock,5.0
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,22.0,1890.0,3.14,1.83,32.95,2,LOW - Plan Restock,5.0
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,22.0,41.34,3.14,1.83,-47.63,2,LOW - Plan Restock,5.0
OFF-BI-10002412,Wilson Jones â€œSnapâ€ Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,22.0,100.92,4.4,1.83,30.46,2,LOW - Plan Restock,5.0
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,22.0,334.37,3.14,1.83,29.38,2,LOW - Plan Restock,5.0
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,22.0,4334.83,3.67,1.83,9.92,2,LOW - Plan Restock,5.0
OFF-AP-10004249,Staple holder,Office Supplies,Appliances,22.0,234.61,4.4,1.83,18.06,2,LOW - Plan Restock,5.0
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,22.0,320.25,4.4,1.83,43.43,2,LOW - Plan Restock,5.0
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,22.0,3223.0,4.4,1.83,-14.31,2,LOW - Plan Restock,5.0
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,22.0,244.4,4.4,1.83,23.0,2,LOW - Plan Restock,5.0
TEC-PH-10000376,Square Credit Card Reader,Technology,Phones,22.0,173.83,3.14,1.83,6.44,2,LOW - Plan Restock,5.0
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,22.0,72.91,4.4,1.83,-18.28,2,LOW - Plan Restock,5.0
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,22.0,16656.2,3.67,1.83,-7.8,2,LOW - Plan Restock,5.0
OFF-PA-10004451,Xerox 222,Office Supplies,Paper,22.0,134.78,3.14,1.83,45.0,2,LOW - Plan Restock,5.0
OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies,22.0,76.65,2.2,1.83,26.67,2,LOW - Plan Restock,5.0
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,22.0,937.85,3.67,1.83,13.91,2,LOW - Plan Restock,5.0
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,22.0,133.14,3.14,1.83,29.43,2,LOW - Plan Restock,5.0
OFF-FA-10003112,Staples,Office Supplies,Fasteners,22.0,146.75,3.14,1.83,34.95,2,LOW - Plan Restock,5.0
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,22.0,196.02,3.67,1.83,18.89,2,LOW - Plan Restock,5.0
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,22.0,355.95,3.14,1.83,1.52,2,LOW - Plan Restock,5.0
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,22.0,1119.2,4.4,1.83,13.14,2,LOW - Plan Restock,5.0
OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,22.0,276.95,4.4,1.83,-7.03,2,LOW - Plan Restock,5.0
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,22.0,5098.18,3.67,1.83,-7.92,2,LOW - Plan Restock,5.0
OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,22.0,1635.8,2.75,1.83,-6.73,2,LOW - Plan Restock,5.0
OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,22.0,783.61,3.14,1.83,38.27,2,LOW - Plan Restock,5.0
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,22.0,705.21,3.67,1.83,15.82,2,LOW - Plan Restock,5.0
TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,22.0,3839.62,3.67,1.83,4.24,2,LOW - Plan Restock,5.0
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones,22.0,3168.61,3.14,1.83,18.36,2,LOW - Plan Restock,5.0
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,22.0,653.12,2.44,1.83,-22.72,2,LOW - Plan Restock,5.0
OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,22.0,554.24,3.67,1.83,28.5,2,LOW - Plan Restock,5.0
OFF-PA-10002262,Xerox 192,Office Supplies,Paper,22.0,142.56,3.67,1.83,48.0,2,LOW - Plan Restock,5.0
OFF-FA-10003021,Staples,Office Supplies,Fasteners,22.0,34.59,3.67,1.83,22.28,2,LOW - Plan Restock,5.0
OFF-PA-10002586,Xerox 1970,Office Supplies,Paper,22.0,101.59,3.67,1.83,42.84,2,LOW - Plan Restock,5.0
OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,22.0,276.66,3.14,1.83,20.97,2,LOW - Plan Restock,5.0
OFF-FA-10001843,Staples,Office Supplies,Fasteners,22.0,50.39,5.5,1.83,42.84,2,LOW - Plan Restock,5.0
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,22.0,170.62,3.14,1.83,32.84,2,LOW - Plan Restock,5.0
OFF-LA-10000443,Avery 501,Office Supplies,Labels,22.0,66.42,2.75,1.83,35.22,2,LOW - Plan Restock,5.0
OFF-LA-10001771,Avery 513,Office Supplies,Labels,22.0,93.62,4.4,1.83,36.81,2,LOW - Plan Restock,5.0
OFF-AR-10000127,Newell 321,Office Supplies,Art,22.0,65.6,5.5,1.83,21.9,2,LOW - Plan Restock,5.0
TEC-PH-10003811,Jabra Supreme Plus Driver EditionÂ Headset,Technology,Phones,22.0,2159.82,4.4,1.83,12.0,2,LOW - Plan Restock,5.0
OFF-ST-10001172,"Tennsco Lockers, Sand",Office Supplies,Storage,22.0,407.01,4.4,1.83,13.81,2,LOW - Plan Restock,5.0
OFF-PA-10002787,Xerox 227,Office Supplies,Paper,22.0,120.53,2.75,1.83,38.49,2,LOW - Plan Restock,5.0
OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,22.0,83.9,4.4,1.83,15.21,2,LOW - Plan Restock,5.0
OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,22.0,110.59,2.75,1.83,5.45,2,LOW - Plan Restock,5.0
OFF-BI-10001634,Wilson Jones Active Use Binders,Office Supplies,Binders,21.0,115.02,3.5,1.75,32.22,2,LOW - Plan Restock,5.0
OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,21.0,86.0,5.25,1.75,17.56,2,LOW - Plan Restock,5.0
OFF-BI-10001721,Trimflex Flexible Post Binders,Office Supplies,Binders,21.0,346.36,5.25,1.75,32.59,2,LOW - Plan Restock,5.0
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,21.0,83.43,3.0,1.75,43.86,2,LOW - Plan Restock,5.0
OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,21.0,2883.28,4.2,1.75,7.96,2,LOW - Plan Restock,5.0
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,21.0,2491.28,4.2,1.75,22.63,2,LOW - Plan Restock,5.0
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,21.0,1746.95,2.63,1.75,-14.1,2,LOW - Plan Restock,5.0
FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",Furniture,Furnishings,21.0,1264.58,3.0,1.75,17.62,2,LOW - Plan Restock,5.0
OFF-FA-10003472,Bagged Rubber Bands,Office Supplies,Fasteners,21.0,25.7,4.2,1.75,1.18,2,LOW - Plan Restock,5.0
FUR-FU-10003274,Regeneration Desk Collection,Furniture,Furnishings,21.0,35.9,4.2,1.75,42.35,2,LOW - Plan Restock,5.0
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,21.0,2879.82,3.5,1.75,26.5,2,LOW - Plan Restock,5.0
OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,21.0,191.35,3.0,1.75,15.37,2,LOW - Plan Restock,5.0
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,21.0,123.12,3.5,1.75,24.84,2,LOW - Plan Restock,5.0
OFF-AR-10001573,American Pencil,Office Supplies,Art,21.0,48.93,3.5,1.75,29.0,2,LOW - Plan Restock,5.0
FUR-FU-10003347,Coloredge Poster Frame,Furniture,Furnishings,21.0,298.2,3.5,1.75,39.0,2,LOW - Plan Restock,5.0
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,21.0,929.48,3.0,1.75,18.21,2,LOW - Plan Restock,5.0
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,21.0,1098.5,2.1,1.75,44.85,2,LOW - Plan Restock,5.0
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,21.0,867.26,5.25,1.75,30.68,2,LOW - Plan Restock,5.0
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,21.0,1641.15,4.2,1.75,44.0,2,LOW - Plan Restock,5.0
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,21.0,334.1,4.2,1.75,8.82,2,LOW - Plan Restock,5.0
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,21.0,85.73,2.63,1.75,21.06,2,LOW - Plan Restock,5.0
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,21.0,3420.77,3.5,1.75,-22.09,2,LOW - Plan Restock,5.0
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,21.0,146.69,2.63,1.75,44.22,2,LOW - Plan Restock,5.0
TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,21.0,1799.82,3.0,1.75,27.67,2,LOW - Plan Restock,5.0
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,21.0,8899.82,3.0,1.75,35.11,2,LOW - Plan Restock,5.0
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,21.0,5906.03,3.0,1.75,17.83,2,LOW - Plan Restock,5.0
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,21.0,5861.53,3.0,1.75,11.98,2,LOW - Plan Restock,5.0
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,21.0,253.65,3.5,1.75,16.51,2,LOW - Plan Restock,5.0
TEC-AC-10004353,Hypercom P1300 Pinpad,Technology,Accessories,21.0,1108.8,3.0,1.75,24.83,2,LOW - Plan Restock,5.0
OFF-PA-10003656,Xerox 1935,Office Supplies,Paper,21.0,538.15,5.25,1.75,44.41,2,LOW - Plan Restock,5.0
OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,Fasteners,21.0,34.39,2.63,1.75,25.95,2,LOW - Plan Restock,5.0
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,21.0,33.76,4.2,1.75,26.39,2,LOW - Plan Restock,5.0
OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,Binders,21.0,65.25,5.25,1.75,29.56,2,LOW - Plan Restock,5.0
OFF-LA-10004425,Staple-on labels,Office Supplies,Labels,21.0,53.75,4.2,1.75,40.16,2,LOW - Plan Restock,5.0
TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones,21.0,104.5,4.2,1.75,17.11,2,LOW - Plan Restock,5.0
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,21.0,531.95,3.5,1.75,36.13,2,LOW - Plan Restock,5.0
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,21.0,1775.68,3.0,1.75,-12.88,2,LOW - Plan Restock,5.0
TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,Technology,Phones,21.0,1229.84,5.25,1.75,10.37,2,LOW - Plan Restock,5.0
OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,21.0,68.28,4.2,1.75,43.86,2,LOW - Plan Restock,5.0
OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,21.0,196.98,4.2,1.75,48.0,2,LOW - Plan Restock,5.0
TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,21.0,2906.63,5.25,1.75,14.53,2,LOW - Plan Restock,5.0
TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,21.0,563.81,2.63,1.75,11.76,2,LOW - Plan Restock,5.0
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Technology,Accessories,21.0,1615.8,2.63,1.75,33.47,2,LOW - Plan Restock,5.0
TEC-PH-10004345,Cisco SPA 502G IP Phone,Technology,Phones,21.0,2063.14,4.2,1.75,14.53,2,LOW - Plan Restock,5.0
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,21.0,723.84,3.5,1.75,-18.39,2,LOW - Plan Restock,5.0
TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,Technology,Accessories,21.0,265.54,3.5,1.75,1.92,2,LOW - Plan Restock,5.0
OFF-ST-10003638,Mobile Personal File Cube,Office Supplies,Storage,21.0,449.66,4.2,1.75,20.16,2,LOW - Plan Restock,5.0
TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,21.0,239.84,4.2,1.75,33.06,2,LOW - Plan Restock,5.0
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,21.0,508.73,4.2,1.75,19.57,2,LOW - Plan Restock,5.0
OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,Supplies,21.0,159.4,3.0,1.75,16.45,2,LOW - Plan Restock,5.0
OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,21.0,1053.03,3.5,1.75,14.4,2,LOW - Plan Restock,5.0
OFF-PA-10004285,Xerox 1959,Office Supplies,Paper,21.0,133.6,3.5,1.75,45.4,2,LOW - Plan Restock,5.0
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,21.0,6776.56,3.5,1.75,6.8,2,LOW - Plan Restock,5.0
TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories,21.0,19.01,4.2,1.75,38.75,2,LOW - Plan Restock,5.0
OFF-SU-10000946,Staple remover,Office Supplies,Supplies,21.0,153.22,5.25,1.75,22.34,2,LOW - Plan Restock,5.0
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,21.0,369.25,3.5,1.75,-10.97,2,LOW - Plan Restock,5.0
OFF-PA-10001534,Xerox 230,Office Supplies,Paper,21.0,127.01,4.2,1.75,44.29,2,LOW - Plan Restock,5.0
TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,21.0,1399.8,5.25,1.75,30.7,2,LOW - Plan Restock,5.0
OFF-ST-10002301,Tennsco Commercial Shelving,Office Supplies,Storage,21.0,374.26,2.33,1.75,-12.99,2,LOW - Plan Restock,5.0
TEC-PH-10001128,Motorola Droid Maxx,Technology,Phones,21.0,2609.83,5.25,1.75,13.1,2,LOW - Plan Restock,5.0
FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables,20.0,3481.52,5.0,1.67,-8.5,2,LOW - Plan Restock,5.0
TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,20.0,321.85,3.33,1.67,32.99,2,LOW - Plan Restock,5.0
OFF-LA-10004545,Avery 50,Office Supplies,Labels,20.0,235.56,4.0,1.67,43.62,2,LOW - Plan Restock,5.0
TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Technology,Copiers,20.0,61599.82,4.0,1.67,40.91,2,LOW - Plan Restock,5.0
OFF-PA-10004665,Advantus Motivational Note Cards,Office Supplies,Paper,20.0,227.94,4.0,1.67,41.38,2,LOW - Plan Restock,5.0
OFF-PA-10001815,Xerox 1885,Office Supplies,Paper,20.0,960.8,4.0,1.67,48.0,2,LOW - Plan Restock,5.0
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,20.0,1207.2,2.5,1.67,6.67,2,LOW - Plan Restock,5.0
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,20.0,155.71,4.0,1.67,13.25,2,LOW - Plan Restock,5.0
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,20.0,139.87,2.86,1.67,20.21,2,LOW - Plan Restock,5.0
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,20.0,523.59,2.5,1.67,22.58,2,LOW - Plan Restock,5.0
OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,20.0,72.81,4.0,1.67,11.86,2,LOW - Plan Restock,5.0
OFF-LA-10000407,Avery White Multi-Purpose Labels,Office Supplies,Labels,20.0,95.62,5.0,1.67,43.75,2,LOW - Plan Restock,5.0
TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories,20.0,1690.82,3.33,1.67,21.35,2,LOW - Plan Restock,5.0
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,20.0,467.71,3.33,1.67,-27.78,2,LOW - Plan Restock,5.0
OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,20.0,71.25,4.0,1.67,45.26,2,LOW - Plan Restock,5.0
OFF-LA-10004409,Avery 492,Office Supplies,Labels,20.0,53.57,4.0,1.67,41.94,2,LOW - Plan Restock,5.0
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,20.0,1947.18,3.33,1.67,21.24,2,LOW - Plan Restock,5.0
OFF-BI-10004099,GBC VeloBinder Strips,Office Supplies,Binders,20.0,52.99,5.0,1.67,-44.93,2,LOW - Plan Restock,5.0
OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,20.0,671.81,4.0,1.67,22.92,2,LOW - Plan Restock,5.0
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,20.0,953.82,3.33,1.67,-6.67,2,LOW - Plan Restock,5.0
OFF-LA-10000134,Avery 511,Office Supplies,Labels,20.0,56.67,3.33,1.67,43.48,2,LOW - Plan Restock,5.0
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,20.0,316.48,4.0,1.67,22.47,2,LOW - Plan Restock,5.0
TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,20.0,194.54,4.0,1.67,27.38,2,LOW - Plan Restock,5.0
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,20.0,3253.22,4.0,1.67,-5.06,2,LOW - Plan Restock,5.0
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,20.0,1304.13,4.0,1.67,-8.54,2,LOW - Plan Restock,5.0
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones,20.0,515.83,4.0,1.67,16.28,2,LOW - Plan Restock,5.0
TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,20.0,275.5,3.33,1.67,21.05,2,LOW - Plan Restock,5.0
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,20.0,88.9,2.86,1.67,30.21,2,LOW - Plan Restock,5.0
OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,20.0,166.7,5.0,1.67,40.22,2,LOW - Plan Restock,5.0
OFF-AR-10003651,Newell 350,Office Supplies,Art,20.0,62.32,3.33,1.67,25.26,2,LOW - Plan Restock,5.0
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,20.0,262.75,3.33,1.67,-2.9,2,LOW - Plan Restock,5.0
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,20.0,2671.42,3.33,1.67,-19.46,2,LOW - Plan Restock,5.0
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,20.0,45.4,2.86,1.67,32.05,2,LOW - Plan Restock,5.0
TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,20.0,361.38,3.33,1.67,28.42,2,LOW - Plan Restock,5.0
